bicCode,Country,City,Company
WHLU,"Taiwan, China",TAIPEI,WAN HAI LINES LTD
WHSU,"Taiwan, China",TAIPEI,WAN HAI LINES LTD
WICU,Sweden,Gothenburg,WICAB CONTAINER AB
WIDU,Netherlands,BOLSWARD,WICKS B.V
WIKU,China,Yantai,HONEYTAK INTERMODAL LIMITED
WIPU,Indonesia,JAKARTA SELATAN DKI JAKARTA,PT.INDONESIA WEDA BAY INDUSTRIAL PARK
WITU,Germany,BERGKAMEN,LANXESS ORGANOMETALLICS GMBH
WJSU,"Korea, Republic of","GANGSEO-GU,SEOUL",WOOJIN GLOBAL LOGISTICS
WLGU,"Taiwan, China",Kaohsiung,WAH LEE INDUSTRIAL CORP.
WLNU,Norway,LYSAKER,WALLENIUS WILHELMSEN LOGISTICS AS
WMGU,"Virgin Islands, British",TORTOLA,WAXING MOON GLOBAL LIMITED
WMLU,Netherlands,Nieuwleusen,WESTERMAN MULTIMODAL
WNDU,China,Fushun,WND (LIAO NING) HEAVY INDUSTRY CO LTD
WNGU,China,Shanghai,WNG CONTAINER SERVICE CO LIMITED
WOLU,China,Suzhou China,"ANWOOD LOGISTICS SYSTEMS (SUZHOU) CO.,LTD"
WONU,"Korea, Republic of","CHEONGWON-GUN , CHUNGCHEONGBUK-DO",WONIK MATERIALS
WOSU,HK,CENTRAL,WEST OCEAN SHIPPING COMPANY LIMITED
WPSU,United States,LAS CRUCES,ALASKA STRUCTURES INC
WRXU,Canada,"Coquitlum, BC V3K 6W5",WEATHERHAVEN GLOBAL RESOURCES LTD
WSCU,Netherlands,ROTTERDAM,CARU CONTAINERS BV
WSDU,HK,HONG KONG,WIDE SHINE DEVELOPMENT INC
WSGU,United Kingdom,Wakefield,PNS UK LTD
WSIU,Saudi Arabia,Riyadh,INTRA DEFENSE TECHNOLOGIES
WSLU,United States,"PUYALLUP, WA 98374",WESTWOOD SHIPPING LINES
WSMU,United States,"AMARILLO,  TX 79105",WESTERN SALES & TESTING INC.
WSNU,Germany,NORDENHAM,WILHELM STUHRENBERG GMBH & CO. KG
WSVU,Belgium,OOSTROZEBEKE,NV TRUCK EN TANKCLEANING TACK NV
WTHU,Thailand,BANGKOK,WICE LOGISTICS PCL
WTLU,United Arab Emirates,DUBAI,WHITE LINE SHIPPING
WTSU,Germany,LENGENBOSTEL,WEIGAND-GRUNDSTUCKS GMBH & CO. KG
WWLU,Norway,LYSAKER,WALLENIUS WILHELMSEN LOGISTICS AS
WYYU,"Korea, Republic of","Boeun-gun, Chungcheongbuk-do","TEMC CO.,LTD."
XACU,Germany,FREILASSING,ALPSCONTAINER
XAGU,China,Xian,"XI'AN INTERNATIONAL PORT MULTIMODAL TRANSPORTATION CO.,LTD"
XARU,Israel,CAESAREA,OXYGEN & ARGON WORKS LTD
XCTU,United Arab Emirates,DUBAI,DIMC - DUBAI INTERNATIONAL MARINE CLUB
XFCU,China,HUBEI,HUBEI SINOPRHORUS ELECTRONICS MATERIALS CO LTD
XFVU,China,Yingkou,"TRAWIND (NINGBO) MARINE LOGISTICS CO.,LTD."
XHCU,China,CHANGZHOU JIANGSU,CXIC
XHIU,HK,CENTRAL,WEST OCEAN SHIPPING COMPANY LIMITED
XINU,Bermuda,"HAMILTON, HM HX",TEXTAINER EQUIPMENT MANAGEMENT LTD
XPAU,France,MERPINS,EXPANSION SAS
XPOU,United States,"DUBLIN, OH 43016",XPO LOGISTICS
XRCU,China,SHANGHAI,"XURONG CONTAINER SERVICE CO,LTD"
XTRU,Barbados,BRIDGETOWN BB11144,SEACO SRL
XXLU,Belgium,ZEEBRUGGE,2XL NV
XYLU,HK,Hong Kong,HONG KONG XIANGYU SUPERCHAIN ASSET MANAGEMENT CO LTD
XYZU,Ukraine,Bilyaivka,"""AGRO CORN HOLDING"" LLC"
YAKU,Russian Federation,Moscow,YAKUTSK CONTAINER AGENCY LLC
YBFU,United States,"Ann Arbor, MI 48103","YELLOWBOX FIREWORKS, LLC"
YDSU,China,"HAINING, ZHEJIANG",HAINING INDUSAIR ELECTRONICS CO LTD
YDXU,Indonesia,SOUTH JAKARTA,PT INDONESIA GUANG CHING NICKEL AND STAINLESS STEEL IND
YEOU,"Taiwan, China",TAIPEI,YEOU FA CHEMICAL CO LTD
YFCU,HK,HUNG HOM-KOWLOON,EVER FORTUNE LOGISTICS (HK) CO LTD
YGLU,United Kingdom,London,YEMEN GULF LINE LTD
YIMU,China,jiangyin,"JIANGSU YIMA ROAD CONSTRUCTION MACHINERY TECHNOLOGY CO.,LTD."
YKTU,Seychelles,MAHE,KITO INTERNATIONAL SHIPPING INCORPORATED
YMGU,France,SAINT-PIERRE & MIQUELON,CENTRE DE RENOVATION MARCEL DAGORT
YMLU,"Taiwan, China",KEELUNG,YANG MING MARINE TRANSPORT CORP.
YMMU,"Taiwan, China",KEELUNG,YANG MING MARINE TRANSPORT CORP.
YNPU,Russian Federation,"Yakutsk, Republic of (Sakha) Yakutia",JSC SAKHANEFTEGAZSBYT
YOIU,United States,"PURCHASE, NY 10577",TRITON INTERNATIONAL LTD
YOLU,HK,KOWLOON,"ONIDA CONTAINER LEASING CO., LTD."
YPRU,Belgium,IEPER,SITRA
YSDU,Japan,TOKYO,YASUDA LOGISTICS CORPORATION
YTBU,Mauritania,NOUAKCHOTT,STAR OIL MAURITANIE
YXEU,China,YIWU,"YIWU TIMEX INDUSTRIAL INVESTMENT CO.,LTD"
YYCU,China,QUANZHOU CITY,QUANZHOU YIYANG CONTAINER SERVICE CO.LTD
ZAPU,Poland,PULAWY,GRUPA ZAKLADY AZOTOWE PULAWY SA
ZCLU,Israel,HAIFA,ZIM INTEGRATED SHIPPING SERVICES LTD
ZCSU,Israel,HAIFA,ZIM INTEGRATED SHIPPING SERVICES LTD
ZDSU,France,TOULOUSE,TELESPAZIO FRANCE
ZEEU,Lebanon,TRIPOLI,ZEENNI S TRADING AGENCY
ZENU,United States,WALNUT,"ZEN BOX CO.,LTD"
ZETU,Italy,MATERA,ZETA SYSTEM SPA
ZGRU,Peru,LIMA 36,ZGROUP SAC
ZHFU,China,YANTAI,ZHONG HAN YANTAI FERRY CO LTD
ZHHU,China,Xi'an,"XI'AN ZHONGHUI LIANHUA INDUSTRY CO., LTD"
ZHLU,Singapore,SINGAPORE,ZHENGHE LOGISTICS PTE LTD
ZHRU,Poland,OCIEKA,"F.U.H TRANS-STAR S.C ZBIGNIEW, HALINA ROKOSZ"
ZHWU,China,TIANJIN,"ZHAOHUA SUPPLY CHAIN MANAGEMENT GROUP CO., LTD."
ZIMU,Israel,HAIFA,ZIM INTEGRATED SHIPPING SERVICES LTD
ZIPU,United States,"HOUSTON, TX 77231 0417",TANK SERVICE INC
ZITU,Italy,GENOVA,SAFIM SRL
ZJWU,China,Changji,"XINJIANG TBEA GROUP LOGISTICS CO.,LTD."
ZMCU,Germany,BREMEN,ZEAMARINE CARRIER GMBH
ZMNU,China,"Jinhua City,Wuyi County","ZHE JIANG MORITA NEW MATERIALS CO.,LTD"
ZMOU,Israel,HAIFA,ZIM INTEGRATED SHIPPING SERVICES LTD
ZMSU,Germany,MECKENBEUREN,ZEPPELIN MOBILE SYSTEME GMBH
ZPLU,Germany,HAMBURG,KONRAD ZIPPEL SPEDITEUR GMBH & CO. KG
ZRGU,China,Shenzhen,"CHINA GAS, HONGTONG  CORPORATION"
ZSEU,"Taiwan, China",KAOHSIUNG CITY,"ZHENG SUN ENGINEERING CO,LTD"
ZSJU,China,Shanghai,CHINA CONTAINERIZED BULK LOGISTICS
ZSLU,China,Changji,"XINJIANG TBEA GROUP LOGISTICS CO.,LTD."
ZSTU,Russian Federation,MOSCOW,JSC SIBUR-TRANS
ZTKU,Netherlands,Spijkenisse,NIJMAN/ZEETANK INT TANKTRANSPORTEN BV
ZUZU,United Kingdom,LONDON SW19 7QD,CARGOSTORE WORLDWIDE TRADING LIMITED
ZVLU,Luxembourg,Luxembourg,OLEXIA GROUP S.A.
ZWFU,India,MUMBAI,ZIM WORLD FREIGHT PVT LTD
ZWIU,Switzerland,SIERRE,V+A ZWISSIG SA
ZYMU,Netherlands,MOERKAPELLE,ZIJDERHAND MOERKAPELLE BV
